,symbol_id,simillar_symbol_id,score
1366,030720.KS,050760.KQ,0.009707
1367,030720.KS,016250.KQ,0.009698
1368,030720.KS,051380.KQ,0.009526
1369,030720.KS,030350.KQ,0.009355
1370,014825.KS,014820.KS,0.005458
1371,014825.KS,006805.KS,0.005065
1372,014825.KS,008775.KS,0.004672
1373,014825.KS,019175.KS,0.004645
1374,014825.KS,005945.KS,0.004635
1375,014820.KS,078930.KS,0.007352
1376,014820.KS,071050.KS,0.007338
1377,014820.KS,016380.KS,0.007335
1378,014820.KS,006800.KS,0.007334
1379,014820.KS,018880.KS,0.007329
1380,163560.KS,004840.KS,0.002368
1381,163560.KS,088350.KS,0.001886
1382,163560.KS,204320.KS,0.001867
1383,163560.KS,000080.KS,0.001857
1384,163560.KS,009460.KS,0.001775
1385,004890.KS,003030.KS,0.00615
1386,004890.KS,016380.KS,0.005481
1387,004890.KS,004020.KS,0.005245
1388,004890.KS,002240.KS,0.005224
1389,004890.KS,004560.KS,0.005042
1390,002690.KS,031820.KS,0.001966
1391,002690.KS,012320.KS,0.001959
1392,002690.KS,008970.KS,0.001958
1393,002690.KS,001790.KS,0.001955
1394,002690.KS,002240.KS,0.001949
1395,000020.KS,000640.KS,0.01222
1396,000020.KS,000100.KS,0.012021
1397,000020.KS,000230.KS,0.010966
1398,000020.KS,000220.KS,0.009612
1399,000020.KS,000070.KS,0.009101
1400,000155.KS,000150.KS,0.014373
1401,000155.KS,000157.KS,0.009688
1402,000155.KS,051905.KS,0.008872
1403,000155.KS,000215.KS,0.008826
1404,000155.KS,011785.KS,0.008782
1405,000157.KS,298380.KQ,0.010797
1406,000157.KS,095700.KQ,0.010363
1407,000157.KS,091990.KQ,0.009807
1408,000157.KS,000155.KS,0.009688
1409,000157.KS,293580.KQ,0.009641
1410,241560.KS,034020.KS,0.014493
1411,241560.KS,139480.KS,0.014329
1412,241560.KS,267250.KS,0.013398
1413,241560.KS,011170.KS,0.012854
1414,241560.KS,086280.KS,0.012772
1415,000150.KS,034020.KS,0.028135
1416,000150.KS,000210.KS,0.027607
1417,000150.KS,000720.KS,0.026387
1418,000150.KS,000880.KS,0.024952
1419,000150.KS,000810.KS,0.022538
1420,034020.KS,009540.KS,0.04134
1421,034020.KS,010140.KS,0.036592
1422,034020.KS,005490.KS,0.035866
1423,034020.KS,000720.KS,0.035851
1424,034020.KS,012330.KS,0.035396
1425,33626K.KS,336260.KS,0.005674
1426,33626K.KS,020150.KS,0.003636
1427,33626K.KS,285130.KS,0.003359
1428,33626K.KS,28513K.KS,0.003302
1429,33626K.KS,000215.KS,0.0033
1430,33626L.KS,336260.KS,0.004451
1431,33626L.KS,CPWHF,0.00232
1432,33626L.KS,PCELF,0.001871
1433,33626L.KS,33626K.KS,0.001565
1434,33626L.KS,000150.KS,0.001226
1435,336260.KS,112610.KS,0.021201
1436,336260.KS,009830.KS,0.018718
1437,336260.KS,PCELL.ST,0.015579
1438,336260.KS,096770.KS,0.015027
1439,336260.KS,247540.KQ,0.014144
1440,016740.KS,005070.KS,0.002892
1441,016740.KS,008560.KS,0.002655
1442,016740.KS,079160.KS,0.002607
1443,016740.KS,047400.KS,0.002562
1444,016740.KS,011210.KS,0.002455
1445,192650.KS,019170.KS,0.005275
1446,192650.KS,336260.KS,0.004456
1447,192650.KS,011000.KS,0.004454
1448,192650.KS,019175.KS,0.004244
1449,192650.KS,096530.KQ,0.004181
1450,024090.KS,016380.KS,0.005647
1451,024090.KS,001230.KS,0.005098
1452,024090.KS,002240.KS,0.005008
1453,024090.KS,001430.KS,0.004959
1454,024090.KS,014530.KS,0.004876
1455,003160.KS,011760.KS,0.013311
1456,003160.KS,AURE.PA,0.01046
1457,003160.KS,EQS.DE,0.010418
1458,003160.KS,RW.V,0.009867
1459,003160.KS,CARL-A.CO,0.009643
1460,092200.KS,089470.KS,0.002753
1461,092200.KS,064960.KS,0.002685
1462,092200.KS,069620.KS,0.002581
1463,092200.KS,093230.KS,0.002492
1464,092200.KS,103590.KS,0.002352
1465,004840.KS,004830.KS,0.003904
1466,004840.KS,000240.KS,0.003521
1467,004840.KS,004490.KS,0.003472
1468,004840.KS,005250.KS,0.003446
1469,004840.KS,004140.KS,0.003329
1470,377190.KS,395400.KS,0.005846
1471,377190.KS,396690.KS,0.005676
1472,377190.KS,357120.KS,0.005673
1473,377190.KS,348950.KS,0.005431
1474,377190.KS,088980.KS,0.005268
1475,007340.KS,064960.KS,0.005916
1476,007340.KS,020000.KS,0.005868
1477,007340.KS,000240.KS,0.005788
1478,007340.KS,004490.KS,0.005569
1479,007340.KS,004370.KS,0.005461
1480,013570.KS,042670.KS,0.006312
1481,013570.KS,018880.KS,0.00629
1482,013570.KS,047040.KS,0.006006
1483,013570.KS,000240.KS,0.00596
1484,013570.KS,011780.KS,0.005906
1485,210540.KS,161000.KS,0.002743
1486,210540.KS,042700.KS,0.002673
1487,210540.KS,002310.KS,0.002536
1488,210540.KS,000990.KS,0.002534
1489,210540.KS,017960.KS,0.002514
1490,115390.KS,004370.KS,0.007377
1491,115390.KS,000080.KS,0.006969
1492,115390.KS,120110.KS,0.006728
1493,115390.KS,088350.KS,0.006515
1494,115390.KS,069960.KS,0.00634
1495,032350.KS,017800.KS,0.007781
1496,032350.KS,039130.KS,0.007228
1497,032350.KS,008770.KS,0.007193
1498,032350.KS,035250.KS,0.007092
1499,032350.KS,023530.KS,0.007026
1500,089860.KS,361610.KS,0.005276
1501,089860.KS,323410.KS,0.005128
1502,089860.KS,259960.KS,0.004938
1503,089860.KS,302440.KS,0.004811
1504,089860.KS,137310.KS,0.004198
1505,330590.KS,293940.KS,0.014063
1506,330590.KS,365550.KS,0.01127
1507,330590.KS,088260.KS,0.009658
1508,330590.KS,395400.KS,0.009241
1509,330590.KS,348950.KS,0.009202
1510,000400.KS,000370.KS,0.010857
1511,000400.KS,000810.KS,0.009301
1512,000400.KS,000540.KS,0.00876
1513,000400.KS,000210.KS,0.008235
1514,000400.KS,000150.KS,0.007715
1515,023530.KS,004170.KS,0.05062
1516,023530.KS,069960.KS,0.041566
1517,023530.KS,002790.KS,0.040923
1518,023530.KS,033780.KS,0.040524
1519,023530.KS,055550.KS,0.039236
1520,004000.KS,011170.KS,0.023022
1521,004000.KS,010140.KS,0.02242
1522,004000.KS,016360.KS,0.021697
1523,004000.KS,012450.KS,0.021505
1524,004000.KS,009150.KS,0.021011
1525,286940.KS,018260.KS,0.002472
1526,286940.KS,000990.KS,0.002177
1527,286940.KS,307950.KS,0.002135
1528,286940.KS,012510.KS,0.00204
1529,286940.KS,097950.KS,0.001899
1530,280360.KS,004990.KS,0.005722
1531,280360.KS,271560.KS,0.005461
1532,280360.KS,005300.KS,0.005361
1533,280360.KS,004370.KS,0.004595
1534,280360.KS,139480.KS,0.004228
1535,00499K.KS,071055.KS,0.005014
1536,00499K.KS,010955.KS,0.004808
1537,00499K.KS,000815.KS,0.004731
1538,00499K.KS,005389.KS,0.004676
1539,00499K.KS,03473K.KS,0.004675
1540,004990.KS,005300.KS,0.030777
1541,004990.KS,023530.KS,0.030138
1542,004990.KS,004170.KS,0.029709
1543,004990.KS,033780.KS,0.025361
1544,004990.KS,004370.KS,0.025241
1545,005305.KS,005300.KS,0.012752
1546,005305.KS,051905.KS,0.010578
1547,005305.KS,005385.KS,0.008654
1548,005305.KS,002795.KS,0.008228
1549,005305.KS,097955.KS,0.008227
1550,005300.KS,004990.KS,0.030777
1551,005300.KS,004370.KS,0.027454
1552,005300.KS,002790.KS,0.023357
1553,005300.KS,051900.KS,0.022007
1554,005300.KS,023530.KS,0.021778
1555,011170.KS,010950.KS,0.048827
1556,011170.KS,009830.KS,0.045179
1557,011170.KS,005490.KS,0.044486
1558,011170.KS,012330.KS,0.044024
1559,011170.KS,009540.KS,0.041528
1560,071840.KS,023530.KS,0.009276
1561,071840.KS,069960.KS,0.008476
1562,071840.KS,139480.KS,0.008253
1563,071840.KS,004370.KS,0.007204
1564,071840.KS,004170.KS,0.007054
1565,027740.KS,058630.KQ,0.011272
1566,027740.KS,101390.KQ,0.009815
1567,027740.KS,0L5N.L,0.009498
1568,027740.KS,RADIOCITY.BO,0.008668
1569,027740.KS,0QZP.L,0.008548
1570,357430.KS,377190.KS,0.004136
1571,357430.KS,396690.KS,0.004128
1572,357430.KS,088260.KS,0.004121
1573,357430.KS,348950.KS,0.003896
1574,357430.KS,357120.KS,0.003534
1575,001080.KS,008350.KS,0.014728
1576,001080.KS,001440.KS,0.014633
1577,001080.KS,006340.KS,0.013977
1578,001080.KS,005880.KS,0.013546
1579,001080.KS,DT3.F,0.013258
1580,088980.KS,005935.KS,0.02139
1581,088980.KS,033780.KS,0.020181
1582,088980.KS,105560.KS,0.018534
1583,088980.KS,017670.KS,0.01814
1584,088980.KS,055550.KS,0.017853
1585,138040.KS,008560.KS,0.010456
1586,138040.KS,071050.KS,0.009059
1587,138040.KS,086790.KS,0.008611
1588,138040.KS,034730.KS,0.008377
1589,138040.KS,000810.KS,0.008045
1590,008560.KS,005940.KS,0.014907
1591,008560.KS,016360.KS,0.014175
1592,008560.KS,006800.KS,0.014075
1593,008560.KS,024110.KS,0.011473
1594,008560.KS,071050.KS,0.0114
1595,090370.KS,084870.KS,0.003306
1596,090370.KS,093230.KS,0.002671
1597,090370.KS,016090.KS,0.002534
1598,090370.KS,044450.KS,0.00234
1599,090370.KS,105630.KS,0.00231
1600,017180.KS,003060.KS,0.004553
1601,017180.KS,033270.KS,0.004287
1602,017180.KS,016580.KS,0.004072
1603,017180.KS,003850.KS,0.003858
1604,017180.KS,019170.KS,0.003759
1605,009900.KS,204320.KS,0.00482
1606,009900.KS,011070.KS,0.004562
1607,009900.KS,272210.KS,0.004557
1608,009900.KS,020150.KS,0.004527
1609,009900.KS,011210.KS,0.004509
1610,012690.KS,025560.KS,0.004446
1611,012690.KS,004540.KS,0.00409
1612,012690.KS,009450.KS,0.004036
1613,012690.KS,027740.KS,0.004025
1614,012690.KS,011930.KS,0.003995
1615,005360.KS,004990.KS,0.00392
1616,005360.KS,012690.KS,0.003891
1617,005360.KS,004170.KS,0.003859
1618,005360.KS,004370.KS,0.003525
1619,005360.KS,025560.KS,0.00352
1620,204210.KS,338100.KS,0.002953
1621,204210.KS,145270.KS,0.002951
1622,204210.KS,330590.KS,0.00291
1623,204210.KS,140910.KS,0.002768
1624,204210.KS,365550.KS,0.002713
1625,009680.KS,010130.KS,0.005546
1626,009680.KS,010120.KS,0.005528
1627,009680.KS,012630.KS,0.00521
1628,009680.KS,011780.KS,0.00515
1629,009680.KS,005850.KS,0.005114
1630,009200.KS,004150.KS,0.007829
1631,009200.KS,009460.KS,0.005466
1632,009200.KS,058430.KS,0.005336
1633,009200.KS,002020.KS,0.005183
1634,009200.KS,016380.KS,0.004894
1635,009580.KS,010130.KS,0.005252
1636,009580.KS,009200.KS,0.004851
1637,009580.KS,011780.KS,0.004835
1638,009580.KS,010120.KS,0.004831
1639,009580.KS,010060.KS,0.004801
1640,033920.KS,052690.KS,0.005346
1641,033920.KS,004370.KS,0.005315
1642,033920.KS,000080.KS,0.005183
1643,033920.KS,001680.KS,0.005114
1644,033920.KS,035250.KS,0.004912
1645,008420.KS,008260.KS,0.004497
1646,008420.KS,008970.KS,0.004079
1647,008420.KS,007280.KS,0.003874
1648,008420.KS,009190.KS,0.003645
1649,008420.KS,008560.KS,0.003394
1650,025560.KS,015760.KS,0.007268
1651,025560.KS,030200.KS,0.007032
1652,025560.KS,003060.KS,0.006509
1653,025560.KS,005490.KS,0.006395
1654,025560.KS,017670.KS,0.006236
1655,007120.KS,011790.KS,0.003256
1656,007120.KS,006980.KS,0.003135
1657,007120.KS,011930.KS,0.003063
1658,007120.KS,011330.KS,0.002933
1659,007120.KS,006120.KS,0.002841
1660,396690.KS,377190.KS,0.005676
1661,396690.KS,348950.KS,0.005615
1662,396690.KS,088260.KS,0.004871
1663,396690.KS,357120.KS,0.004681
1664,396690.KS,395400.KS,0.004272
1665,357250.KS,330590.KS,0.00582
1666,357250.KS,348950.KS,0.005455
1667,357250.KS,293940.KS,0.005379
1668,357250.KS,365550.KS,0.005229
1669,357250.KS,088260.KS,0.004903
1670,094800.KS,088980.KS,0.00357
1671,094800.KS,293940.KS,0.003252
1672,094800.KS,005387.KS,0.001764
1673,094800.KS,012330.KS,0.001736
1674,094800.KS,064350.KS,0.00166
1675,085620.KS,088350.KS,0.003947
1676,085620.KS,032640.KS,0.003333
1677,085620.KS,082640.KS,0.003295
1678,085620.KS,032830.KS,0.003276
1679,085620.KS,008560.KS,0.003027
1680,006805.KS,006800.KS,0.012636
1681,006805.KS,005945.KS,0.009201
1682,006805.KS,005940.KS,0.00893
1683,006805.KS,071055.KS,0.008607
1684,006805.KS,071050.KS,0.00842
1685,00680K.KS,005945.KS,0.009416
1686,00680K.KS,071055.KS,0.009014
1687,00680K.KS,006800.KS,0.008406
1688,00680K.KS,088980.KS,0.008302
1689,00680K.KS,00088K.KS,0.008116
1690,006800.KS,016360.KS,0.04523
1691,006800.KS,005940.KS,0.042739
1692,006800.KS,000810.KS,0.037199
1693,006800.KS,000720.KS,0.035535
1694,006800.KS,086790.KS,0.035059
1695,002840.KS,006650.KS,0.004403
1696,002840.KS,007690.KS,0.004094
1697,002840.KS,001120.KS,0.003941
1698,002840.KS,069260.KS,0.003845
1699,002840.KS,011170.KS,0.003784
1700,268280.KS,002840.KS,0.002957
1701,268280.KS,069260.KS,0.002901
1702,268280.KS,006650.KS,0.002886
1703,268280.KS,011170.KS,0.00281
1704,268280.KS,004000.KS,0.002607
1705,107590.KS,058430.KS,0.004611
1706,107590.KS,000860.KS,0.004276
1707,107590.KS,090350.KS,0.004122
1708,107590.KS,000390.KS,0.004109
1709,107590.KS,055490.KS,0.003936
1710,134380.KS,107590.KS,0.002568
1711,134380.KS,025000.KS,0.002352
1712,134380.KS,268280.KS,0.002181
1713,134380.KS,002840.KS,0.002166
1714,134380.KS,011500.KS,0.002162
1715,003650.KS,003460.KS,0.01101
1716,003650.KS,000860.KS,0.007859
1717,003650.KS,004450.KS,0.007734
1718,003650.KS,000480.KS,0.007476
1719,003650.KS,001560.KS,0.006971
1720,155900.KS,007120.KS,0.001381
1721,155900.KS,075580.KS,0.00138
1722,155900.KS,044450.KS,0.001376
1723,155900.KS,019440.KS,0.001376
1724,155900.KS,006370.KS,0.001373
1725,003610.KS,004060.KS,0.00373
1726,003610.KS,003230.KS,0.003618
1727,003610.KS,003720.KS,0.00354
1728,003610.KS,004000.KS,0.003524
1729,003610.KS,007980.KS,0.003333
1730,001340.KS,000390.KS,0.006449
1731,001340.KS,000860.KS,0.005235
1732,001340.KS,002760.KS,0.004906
1733,001340.KS,002020.KS,0.004823
1734,001340.KS,058430.KS,0.004403
1735,035150.KS,017900.KS,0.004102
1736,035150.KS,024890.KS,0.003742
1737,035150.KS,014580.KS,0.003715
1738,035150.KS,042660.KS,0.0037
1739,035150.KS,015590.KS,0.003525
1740,002410.KS,000210.KS,0.005035
1741,002410.KS,001470.KS,0.004862
1742,002410.KS,000720.KS,0.004849
1743,002410.KS,002990.KS,0.004782
1744,002410.KS,001800.KS,0.004763
1745,007210.KS,006840.KS,0.003701
1746,007210.KS,008700.KS,0.003479
1747,007210.KS,006340.KS,0.003461
1748,007210.KS,008060.KS,0.003427
1749,007210.KS,005750.KS,0.003343
1750,002760.KS,001340.KS,0.004906
1751,002760.KS,000390.KS,0.004887
1752,002760.KS,000860.KS,0.004463
1753,002760.KS,002020.KS,0.004444
1754,002760.KS,024090.KS,0.004288
1755,003850.KS,006280.KS,0.010243
1756,003850.KS,069620.KS,0.009131
1757,003850.KS,003000.KS,0.009081
1758,003850.KS,000640.KS,0.008614
1759,003850.KS,003090.KS,0.008604
1760,000890.KS,000140.KS,0.007682
1761,000890.KS,000210.KS,0.007165
1762,000890.KS,000320.KS,0.006997
1763,000890.KS,000220.KS,0.006961
1764,000890.KS,000880.KS,0.006834
1765,003000.KS,069620.KS,0.01453
1766,003000.KS,000100.KS,0.013815
1767,003000.KS,006280.KS,0.013249
1768,003000.KS,000640.KS,0.012456
1769,003000.KS,001060.KS,0.011138
1770,001275.KS,001270.KS,0.005879
1771,001275.KS,001685.KS,0.005295
1772,001275.KS,003545.KS,0.005202
1773,001275.KS,001465.KS,0.005119
1774,001275.KS,001725.KS,0.004896
1775,001270.KS,001750.KS,0.00695
1776,001270.KS,001720.KS,0.006791
1777,001270.KS,003460.KS,0.00603
1778,001270.KS,001275.KS,0.005879
1779,001270.KS,001680.KS,0.005855
1780,026940.KS,003690.KS,0.004402
1781,026940.KS,024070.KS,0.004323
1782,026940.KS,001560.KS,0.004315
1783,026940.KS,004450.KS,0.004109
1784,026940.KS,006740.KS,0.004101
1785,011390.KS,014580.KS,0.003518
1786,011390.KS,002030.KS,0.003505
1787,011390.KS,006390.KS,0.003478
1788,011390.KS,000480.KS,0.003295
1789,011390.KS,004870.KS,0.002924
1790,005030.KS,004100.KS,0.003142
1791,005030.KS,005070.KS,0.00308
1792,005030.KS,005090.KS,0.00292
1793,005030.KS,004410.KS,0.002914
1794,005030.KS,004920.KS,0.002755
1795,002070.KS,002630.KS,0.00406
1796,002070.KS,002870.KS,0.003916
1797,002070.KS,002170.KS,0.003901
1798,002070.KS,001020.KS,0.003899
1799,002070.KS,002820.KS,0.00373
1800,100220.KS,067830.KS,0.005085
1801,100220.KS,015230.KS,0.004665
1802,100220.KS,000860.KS,0.004631
1803,100220.KS,003650.KS,0.004615
1804,100220.KS,000850.KS,0.004466
1805,005180.KS,004370.KS,0.018282
1806,005180.KS,005300.KS,0.014342
1807,005180.KS,001680.KS,0.013175
1808,005180.KS,004990.KS,0.012825
1809,005180.KS,033780.KS,0.012351
1810,003960.KS,001680.KS,0.005302
1811,003960.KS,005180.KS,0.004887
1812,003960.KS,003920.KS,0.004803
1813,003960.KS,006090.KS,0.004692
1814,003960.KS,004410.KS,0.004467
1815,008040.KS,007160.KS,0.00528
1816,008040.KS,007310.KS,0.004794
1817,008040.KS,005610.KS,0.004601
1818,008040.KS,036580.KS,0.004499
1819,008040.KS,007540.KS,0.004486
1820,007160.KS,004370.KS,0.006021
1821,007160.KS,006090.KS,0.005866
1822,007160.KS,005610.KS,0.005773
1823,007160.KS,007310.KS,0.005548
1824,007160.KS,004970.KS,0.005481
1825,014710.KS,027740.KS,0.003482
1826,014710.KS,005610.KS,0.003477
1827,014710.KS,001680.KS,0.003419
1828,014710.KS,049770.KS,0.003314
1829,014710.KS,003230.KS,0.003247
1830,006090.KS,007160.KS,0.005866
1831,006090.KS,004370.KS,0.005826
1832,006090.KS,005610.KS,0.005176
1833,006090.KS,005180.KS,0.005056
1834,006090.KS,004410.KS,0.005032
1835,001470.KS,000720.KS,0.00513
1836,001470.KS,001260.KS,0.005004
1837,001470.KS,001360.KS,0.004901
1838,001470.KS,002410.KS,0.004862
1839,001470.KS,013700.KS,0.004856
1840,006405.KS,051915.KS,0.023667
1841,006405.KS,006400.KS,0.020895
1842,006405.KS,005935.KS,0.017744
1843,006405.KS,005385.KS,0.015927
1844,006405.KS,009155.KS,0.015849
1845,006400.KS,051910.KS,0.130966
1846,006400.KS,005380.KS,0.072674
1847,006400.KS,000660.KS,0.072314
1848,006400.KS,096770.KS,0.0723
1849,006400.KS,035420.KS,0.065908
1850,006660.KS,004000.KS,0.006426
1851,006660.KS,012450.KS,0.006404
1852,006660.KS,068290.KS,0.00625
1853,006660.KS,028050.KS,0.005772
1854,006660.KS,000810.KS,0.005605
1855,02826K.KS,028260.KS,0.015921
1856,02826K.KS,105560.KS,0.009487
1857,02826K.KS,055550.KS,0.00903
1858,02826K.KS,032830.KS,0.008376
1859,02826K.KS,03473K.KS,0.007883
1860,028260.KS,032830.KS,0.031902
1861,028260.KS,105560.KS,0.029625
1862,028260.KS,055550.KS,0.029488
1863,028260.KS,012330.KS,0.029466
1864,028260.KS,207940.KS,0.029056
1865,207940.KS,068270.KS,0.075587
1866,207940.KS,035420.KS,0.052488
1867,207940.KS,006400.KS,0.049663
1868,207940.KS,035720.KS,0.049176
1869,207940.KS,005380.KS,0.038275
1870,032830.KS,105560.KS,0.044338
1871,032830.KS,086790.KS,0.04324
1872,032830.KS,000810.KS,0.042839
1873,032830.KS,055550.KS,0.041689
1874,032830.KS,012330.KS,0.035282
1875,018260.KS,028260.KS,0.025516
1876,018260.KS,034730.KS,0.023335
1877,018260.KS,012330.KS,0.022351
1878,018260.KS,009150.KS,0.022071
1879,018260.KS,032830.KS,0.021833
1880,028050.KS,010140.KS,0.037074
1881,028050.KS,000720.KS,0.036166
1882,028050.KS,009540.KS,0.033397
1883,028050.KS,000810.KS,0.033384
1884,028050.KS,006360.KS,0.032438
1885,009155.KS,009150.KS,0.021537
1886,009155.KS,006405.KS,0.015849
1887,009155.KS,066575.KS,0.013762
1888,009155.KS,000815.KS,0.013148
1889,009155.KS,010145.KS,0.011954
1890,009150.KS,011070.KS,0.054559
1891,009150.KS,034220.KS,0.054483
1892,009150.KS,006400.KS,0.053548
1893,009150.KS,066570.KS,0.051521
1894,009150.KS,012330.KS,0.051221
1895,005935.KS,035720.KS,0.048583
1896,005935.KS,035420.KS,0.048474
1897,005935.KS,006400.KS,0.04485
1898,005935.KS,000660.KS,0.04447
1899,005935.KS,005380.KS,0.040708
1900,005930.KS,000660.KS,0.075731
1901,005930.KS,005380.KS,0.051095
1902,005930.KS,035420.KS,0.044383
1903,005930.KS,035720.KS,0.042827
1904,005930.KS,066570.KS,0.040375
1905,001360.KS,019170.KS,0.007149
1906,001360.KS,000810.KS,0.006986
1907,001360.KS,003220.KS,0.006255
1908,001360.KS,004000.KS,0.006131
1909,001360.KS,016360.KS,0.006078
1910,010145.KS,010140.KS,0.019239
1911,010145.KS,006405.KS,0.012869
1912,010145.KS,009155.KS,0.011954
1913,010145.KS,000815.KS,0.010528
1914,010145.KS,000810.KS,0.010452
1915,010140.KS,009540.KS,0.083572
1916,010140.KS,042660.KS,0.072502
1917,010140.KS,000720.KS,0.047133
1918,010140.KS,005490.KS,0.045848
1919,010140.KS,009150.KS,0.04353
1920,016360.KS,000810.KS,0.049733
1921,016360.KS,005940.KS,0.046969
1922,016360.KS,055550.KS,0.045958
1923,016360.KS,006800.KS,0.04523
1924,016360.KS,017670.KS,0.042713
1925,068290.KS,012450.KS,0.006661
1926,068290.KS,028050.KS,0.006551
1927,068290.KS,016360.KS,0.006441
1928,068290.KS,006660.KS,0.00625
1929,068290.KS,001360.KS,0.005949
1930,029780.KS,000810.KS,0.026694
1931,029780.KS,086790.KS,0.026561
1932,029780.KS,024110.KS,0.026525
1933,029780.KS,016360.KS,0.026511
1934,029780.KS,055550.KS,0.024892
1935,000815.KS,000810.KS,0.023634
1936,000815.KS,003555.KS,0.013275
1937,000815.KS,009155.KS,0.013148
1938,000815.KS,055550.KS,0.012884
1939,000815.KS,006405.KS,0.012798
1940,000810.KS,055550.KS,0.066149
1941,000810.KS,017670.KS,0.054164
1942,000810.KS,086790.KS,0.053579
1943,000810.KS,005490.KS,0.052632
1944,000810.KS,004170.KS,0.052601
1945,006110.KS,004410.KS,0.005417
1946,006110.KS,001360.KS,0.005116
1947,006110.KS,019170.KS,0.004877
1948,006110.KS,003220.KS,0.004857
1949,006110.KS,005810.KS,0.004377
1950,145995.KS,000075.KS,0.003555
1951,145995.KS,000880.KS,0.002584
1952,145995.KS,003925.KS,0.002556
1953,145995.KS,00088K.KS,0.002537
1954,145995.KS,012205.KS,0.002375
1955,145990.KS,006120.KS,0.003793
1956,145990.KS,007570.KS,0.003486
1957,145990.KS,001740.KS,0.003383
1958,145990.KS,000070.KS,0.00326
1959,145990.KS,001060.KS,0.003085
1960,003230.KS,004370.KS,0.014072
1961,003230.KS,097950.KS,0.009094
1962,003230.KS,005610.KS,0.008052
1963,003230.KS,007310.KS,0.007929
1964,003230.KS,004170.KS,0.007413
1965,002170.KS,001880.KS,0.004846
1966,002170.KS,003030.KS,0.004798
1967,002170.KS,002810.KS,0.00467
1968,002170.KS,002310.KS,0.004276
1969,002170.KS,001820.KS,0.004218
1970,272550.KS,097950.KS,0.00311
1971,272550.KS,039490.KS,0.00284
1972,272550.KS,003410.KS,0.002796
1973,272550.KS,031440.KS,0.002738
1974,272550.KS,004800.KS,0.002728
1975,000075.KS,000070.KS,0.006904
1976,000075.KS,000215.KS,0.006215
1977,000075.KS,000157.KS,0.006147
1978,000075.KS,000155.KS,0.005799
1979,000075.KS,000150.KS,0.005282
1980,000070.KS,000210.KS,0.016711
1981,000070.KS,000150.KS,0.016553
1982,000070.KS,000100.KS,0.015595
1983,000070.KS,000880.KS,0.014569
1984,000070.KS,000240.KS,0.014442
1985,002810.KS,002170.KS,0.00467
1986,002810.KS,049430.KQ,0.004067
1987,002810.KS,001820.KS,0.004015
1988,002810.KS,003230.KS,0.003972
1989,002810.KS,000970.KS,0.003868
1990,005680.KS,029530.KS,0.005903
1991,005680.KS,008060.KS,0.005679
1992,005680.KS,004710.KS,0.00518
1993,005680.KS,004370.KS,0.005095
1994,005680.KS,006260.KS,0.004956
1995,003720.KS,004250.KS,0.00431
1996,003720.KS,002350.KS,0.003786
1997,003720.KS,004060.KS,0.003729
1998,003720.KS,003610.KS,0.00354
1999,003720.KS,003920.KS,0.003458
2000,023000.KS,019440.KS,0.004132
2001,023000.KS,016380.KS,0.00361
2002,023000.KS,014285.KS,0.003344
2003,023000.KS,014280.KS,0.003344
2004,023000.KS,004890.KS,0.003338
2005,004380.KS,003230.KS,0.003998
2006,004380.KS,004690.KS,0.003865
2007,004380.KS,005090.KS,0.003699
2008,004380.KS,006660.KS,0.00349
2009,004380.KS,005810.KS,0.003442
2010,002450.KS,001360.KS,0.004511
2011,002450.KS,002630.KS,0.004404
2012,002450.KS,000810.KS,0.004281
2013,002450.KS,002350.KS,0.004111
2014,002450.KS,002700.KS,0.004049
2015,004440.KS,003410.KS,0.003165
2016,004440.KS,300720.KS,0.002558
2017,004440.KS,084010.KS,0.002531
2018,004440.KS,034730.KS,0.002332
2019,004440.KS,001520.KS,0.002331
2020,000520.KS,000640.KS,0.008888
2021,000520.KS,000230.KS,0.008719
2022,000520.KS,000020.KS,0.008694
2023,000520.KS,000220.KS,0.007943
2024,000520.KS,000100.KS,0.007698
2025,009770.KS,029530.KS,0.003065
2026,009770.KS,009460.KS,0.002548
2027,009770.KS,001130.KS,0.002508
2028,009770.KS,024070.KS,0.002354
2029,009770.KS,009580.KS,0.002339
2030,005500.KS,003000.KS,0.00723
2031,005500.KS,000640.KS,0.00678
2032,005500.KS,003850.KS,0.006538
2033,005500.KS,006280.KS,0.006424
2034,005500.KS,000020.KS,0.006154
2035,004690.KS,017390.KS,0.008651
2036,004690.KS,018670.KS,0.008521
2037,004690.KS,036460.KS,0.007366
2038,004690.KS,003920.KS,0.007013
2039,004690.KS,005300.KS,0.006941
2040,010960.KS,009410.KS,0.003274
2041,010960.KS,013700.KS,0.002557
2042,010960.KS,013580.KS,0.00254
2043,010960.KS,003070.KS,0.00253
2044,010960.KS,000210.KS,0.002521
2045,004450.KS,003650.KS,0.007734
2046,004450.KS,000480.KS,0.006982
2047,004450.KS,003460.KS,0.00662
2048,004450.KS,001560.KS,0.00627
2049,004450.KS,011560.KQ,0.005871
2050,009470.KS,001820.KS,0.004812
2051,009470.KS,011230.KS,0.004318
2052,009470.KS,005680.KS,0.004281
2053,009470.KS,012450.KS,0.003974
2054,009470.KS,008060.KS,0.003812
2055,011230.KS,009470.KS,0.004318
2056,011230.KS,001820.KS,0.003651
2057,011230.KS,015260.KS,0.003295
2058,011230.KS,011930.KS,0.003246
2059,011230.KS,009320.KS,0.003121
2060,001820.KS,009150.KS,0.008764
2061,001820.KS,000990.KS,0.008201
