,symbol_id,simillar_symbol_id,score
2702,005945.KS,000815.KS,0.011774
2703,005945.KS,016360.KS,0.011521
2704,005945.KS,071055.KS,0.011031
2705,005940.KS,016360.KS,0.046969
2706,005940.KS,006800.KS,0.042739
2707,005940.KS,000810.KS,0.035606
2708,005940.KS,055550.KS,0.033423
2709,005940.KS,086790.KS,0.032566
2710,085310.KS,073240.KS,0.002825
2711,085310.KS,078930.KS,0.002708
2712,085310.KS,093050.KS,0.002702
2713,085310.KS,077970.KS,0.002692
2714,085310.KS,069960.KS,0.002665
2715,900140.KS,018880.KS,0.002973
2716,900140.KS,042670.KS,0.002807
2717,900140.KS,005389.KS,0.002788
2718,900140.KS,004020.KS,0.00278
2719,900140.KS,005385.KS,0.00277
2720,229640.KS,336260.KS,0.005444
2721,229640.KS,5801.T,0.005156
2722,229640.KS,112610.KS,0.005004
2723,229640.KS,009830.KS,0.004949
2724,229640.KS,042660.KS,0.004149
2725,108675.KS,108670.KS,0.004872
2726,108675.KS,005305.KS,0.003902
2727,108675.KS,002355.KS,0.003722
2728,108675.KS,011785.KS,0.003681
2729,108675.KS,051905.KS,0.003671
2730,108670.KS,097950.KS,0.008904
2731,108670.KS,051900.KS,0.008561
2732,108670.KS,011780.KS,0.008396
2733,108670.KS,000210.KS,0.008205
2734,108670.KS,005300.KS,0.008078
2735,38380K.KS,003555.KS,0.002445
2736,38380K.KS,383800.KS,0.002179
2737,38380K.KS,051905.KS,0.001838
2738,38380K.KS,096775.KS,0.001832
2739,38380K.KS,071050.KS,0.001809
2740,383800.KS,003555.KS,0.003938
2741,383800.KS,078930.KS,0.003436
2742,383800.KS,000815.KS,0.003407
2743,383800.KS,00088K.KS,0.003306
2744,383800.KS,003550.KS,0.003294
2745,037560.KS,053210.KS,0.005449
2746,037560.KS,035760.KQ,0.005092
2747,037560.KS,097950.KS,0.00445
2748,037560.KS,030200.KS,0.004448
2749,037560.KS,032640.KS,0.00418
2750,097520.KS,298050.KS,0.003608
2751,097520.KS,034730.KS,0.003495
2752,097520.KS,005940.KS,0.00323
2753,097520.KS,097950.KS,0.0031
2754,097520.KS,071050.KS,0.003061
2755,014440.KS,024070.KS,0.004338
2756,014440.KS,015890.KS,0.004143
2757,014440.KS,014830.KS,0.003699
2758,014440.KS,017370.KS,0.003552
2759,014440.KS,012280.KS,0.003354
2760,111770.KS,139480.KS,0.010624
2761,111770.KS,081660.KS,0.00985
2762,111770.KS,105630.KS,0.009817
2763,111770.KS,097950.KS,0.009779
2764,111770.KS,000100.KS,0.00977
2765,009970.KS,111770.KS,0.009372
2766,009970.KS,020000.KS,0.007287
2767,009970.KS,010130.KS,0.006357
2768,009970.KS,004370.KS,0.006262
2769,009970.KS,008770.KS,0.005998
2770,003520.KS,003000.KS,0.00997
2771,003520.KS,069620.KS,0.009256
2772,003520.KS,000100.KS,0.009149
2773,003520.KS,006280.KS,0.009078
2774,003520.KS,003850.KS,0.008166
2775,000670.KS,000150.KS,0.013763
2776,000670.KS,010130.KS,0.012786
2777,000670.KS,000880.KS,0.012714
2778,000670.KS,000100.KS,0.01247
2779,000670.KS,004000.KS,0.012447
2780,006740.KS,003460.KS,0.00524
2781,006740.KS,003690.KS,0.004932
2782,006740.KS,003650.KS,0.00481
2783,006740.KS,024070.KS,0.004694
2784,006740.KS,004450.KS,0.004675
2785,012280.KS,014440.KS,0.003354
2786,012280.KS,017370.KS,0.003154
2787,012280.KS,008730.KS,0.003125
2788,012280.KS,009970.KS,0.003079
2789,012280.KS,003520.KS,0.002884
2790,012160.KS,012280.KS,0.002568
2791,012160.KS,018470.KS,0.002558
2792,012160.KS,012610.KS,0.002361
2793,012160.KS,019440.KS,0.002359
2794,012160.KS,012170.KS,0.00235
2795,015360.KS,012320.KS,0.006018
2796,015360.KS,017390.KS,0.005225
2797,015360.KS,036460.KS,0.004767
2798,015360.KS,035000.KS,0.00446
2799,015360.KS,016710.KS,0.004283
2800,007310.KS,004370.KS,0.025158
2801,007310.KS,051900.KS,0.016188
2802,007310.KS,002790.KS,0.01618
2803,007310.KS,004990.KS,0.016107
2804,007310.KS,097950.KS,0.016038
2805,002630.KS,003060.KS,0.005639
2806,002630.KS,001360.KS,0.005457
2807,002630.KS,001510.KS,0.005275
2808,002630.KS,001200.KS,0.004766
2809,002630.KS,002350.KS,0.004676
2810,271560.KS,139480.KS,0.02196
2811,271560.KS,090430.KS,0.018824
2812,271560.KS,051900.KS,0.018389
2813,271560.KS,097950.KS,0.016824
2814,271560.KS,008770.KS,0.016383
2815,001800.KS,002790.KS,0.024671
2816,001800.KS,051900.KS,0.024358
2817,001800.KS,004170.KS,0.024227
2818,001800.KS,004370.KS,0.023709
2819,001800.KS,090430.KS,0.02249
2820,037270.KS,001440.KS,0.00438
2821,037270.KS,004370.KS,0.004043
2822,037270.KS,030000.KS,0.003821
2823,037270.KS,028050.KS,0.003745
2824,037270.KS,016360.KS,0.003681
2825,011690.KS,007120.KS,0.002746
2826,011690.KS,008600.KS,0.002732
2827,011690.KS,012280.KS,0.00255
2828,011690.KS,010600.KS,0.002544
2829,011690.KS,009970.KS,0.00249
2830,316140.KS,105560.KS,0.035239
2831,316140.KS,086790.KS,0.034045
2832,316140.KS,055550.KS,0.033192
2833,316140.KS,024110.KS,0.022278
2834,316140.KS,017670.KS,0.017101
2835,010050.KS,008560.KS,0.005454
2836,010050.KS,003530.KS,0.004778
2837,010050.KS,024110.KS,0.004642
2838,010050.KS,010620.KS,0.004577
2839,010050.KS,001450.KS,0.004556
2840,006980.KS,001130.KS,0.003851
2841,006980.KS,008040.KS,0.003702
2842,006980.KS,003230.KS,0.003602
2843,006980.KS,007160.KS,0.003516
2844,006980.KS,004770.KS,0.003491
2845,017370.KS,014440.KS,0.003552
2846,017370.KS,014910.KS,0.003536
2847,017370.KS,024070.KS,0.003346
2848,017370.KS,012280.KS,0.003154
2849,017370.KS,017550.KS,0.003143
2850,105840.KS,025560.KS,0.001861
2851,105840.KS,003160.KS,0.00186
2852,105840.KS,002880.KS,0.001773
2853,105840.KS,008260.KS,0.001764
2854,105840.KS,012800.KS,0.001758
2855,010400.KS,069730.KS,0.001186
2856,010400.KS,041650.KS,0.001185
2857,010400.KS,025530.KS,0.001183
2858,010400.KS,145270.KS,0.001182
2859,010400.KS,005800.KS,0.001183
2860,049800.KS,019180.KS,0.002353
2861,049800.KS,030720.KS,0.002139
2862,049800.KS,051630.KS,0.001972
2863,049800.KS,053690.KS,0.001966
2864,049800.KS,044380.KS,0.001965
2865,016880.KS,021240.KS,0.007197
2866,016880.KS,017800.KS,0.0065
2867,016880.KS,011810.KS,0.006379
2868,016880.KS,028050.KS,0.006275
2869,016880.KS,001440.KS,0.006175
2870,095720.KS,069960.KS,0.005634
2871,095720.KS,004170.KS,0.00528
2872,095720.KS,021240.KS,0.00527
2873,095720.KS,000720.KS,0.005125
2874,095720.KS,010060.KS,0.004943
2875,005820.KS,005690.KS,0.002687
2876,005820.KS,006120.KS,0.002657
2877,005820.KS,007120.KS,0.002566
2878,005820.KS,024070.KS,0.002562
2879,005820.KS,006370.KS,0.00255
2880,010600.KS,008600.KS,0.003521
2881,010600.KS,009970.KS,0.003264
2882,010600.KS,011330.KS,0.002926
2883,010600.KS,008730.KS,0.002922
2884,010600.KS,012280.KS,0.002751
2885,008600.KS,010600.KS,0.003521
2886,008600.KS,025560.KS,0.003152
2887,008600.KS,011930.KS,0.003048
2888,008600.KS,010950.KS,0.002939
2889,008600.KS,006980.KS,0.002923
2890,014830.KS,011780.KS,0.008584
2891,014830.KS,011170.KS,0.008355
2892,014830.KS,069260.KS,0.008026
2893,014830.KS,006650.KS,0.007603
2894,014830.KS,004000.KS,0.007546
2895,047400.KS,051600.KS,0.003031
2896,047400.KS,047050.KS,0.002934
2897,047400.KS,000910.KS,0.002919
2898,047400.KS,032640.KS,0.002807
2899,047400.KS,016710.KS,0.002743
2900,000910.KS,000220.KS,0.007914
2901,000910.KS,000670.KS,0.007253
2902,000910.KS,000320.KS,0.006978
2903,000910.KS,000180.KS,0.006784
2904,000910.KS,000480.KS,0.006552
2905,011330.KS,011790.KS,0.003955
2906,011330.KS,005960.KS,0.00374
2907,011330.KS,009180.KS,0.003489
2908,011330.KS,001520.KS,0.003472
2909,011330.KS,011810.KS,0.003208
2910,077500.KS,014830.KS,0.003867
2911,077500.KS,081660.KS,0.003519
2912,077500.KS,003410.KS,0.00333
2913,077500.KS,006890.KS,0.003318
2914,077500.KS,069260.KS,0.003257
2915,002920.KS,003460.KS,0.007205
2916,002920.KS,001560.KS,0.007056
2917,002920.KS,000850.KS,0.007022
2918,002920.KS,003650.KS,0.006758
2919,002920.KS,000480.KS,0.005809
2920,000700.KS,011200.KS,0.02772
2921,000700.KS,000720.KS,0.021857
2922,000700.KS,000240.KS,0.021367
2923,000700.KS,005490.KS,0.021111
2924,000700.KS,010140.KS,0.020857
2925,003475.KS,005945.KS,0.005611
2926,003475.KS,003545.KS,0.005605
2927,003475.KS,006805.KS,0.005266
2928,003475.KS,003535.KS,0.004917
2929,003475.KS,001725.KS,0.00491
2930,003470.KS,005940.KS,0.01457
2931,003470.KS,006800.KS,0.012678
2932,003470.KS,003540.KS,0.012595
2933,003470.KS,016360.KS,0.012161
2934,003470.KS,000810.KS,0.010684
2935,072130.KS,078000.KS,0.002948
2936,072130.KS,004980.KS,0.002908
2937,072130.KS,077500.KS,0.002732
2938,072130.KS,001790.KS,0.002717
2939,072130.KS,017370.KS,0.002553
2940,000225.KS,000227.KS,0.006682
2941,000225.KS,000325.KS,0.00493
2942,000225.KS,000220.KS,0.004855
2943,000225.KS,000215.KS,0.004464
2944,000225.KS,000100.KS,0.004381
2945,000227.KS,000225.KS,0.006682
2946,000227.KS,000220.KS,0.004069
2947,000227.KS,000075.KS,0.003915
2948,000227.KS,000325.KS,0.003736
2949,000227.KS,001065.KS,0.003728
2950,000220.KS,000100.KS,0.010293
2951,000220.KS,000020.KS,0.009612
2952,000220.KS,000640.KS,0.009595
2953,000220.KS,000140.KS,0.00915
2954,000220.KS,000230.KS,0.008861
2955,001200.KS,016360.KS,0.009843
2956,001200.KS,005940.KS,0.009049
2957,001200.KS,001510.KS,0.009031
2958,001200.KS,006800.KS,0.008859
2959,001200.KS,003470.KS,0.008338
2960,000105.KS,000100.KS,0.010713
2961,000105.KS,019175.KS,0.006745
2962,000105.KS,000815.KS,0.006028
2963,000105.KS,000155.KS,0.005779
2964,000105.KS,000215.KS,0.005609
2965,000100.KS,000810.KS,0.03582
2966,000100.KS,004170.KS,0.030426
2967,000100.KS,000720.KS,0.029062
2968,000100.KS,017670.KS,0.028839
2969,000100.KS,000210.KS,0.028335
2970,003465.KS,003475.KS,0.004552
2971,003465.KS,005945.KS,0.004259
2972,003465.KS,001275.KS,0.004143
2973,003465.KS,001725.KS,0.004129
2974,003465.KS,001755.KS,0.004127
2975,003460.KS,003650.KS,0.01101
2976,003460.KS,002920.KS,0.007205
2977,003460.KS,003540.KS,0.006723
2978,003460.KS,001560.KS,0.006635
2979,003460.KS,004450.KS,0.00662
2980,008730.KS,009970.KS,0.00593
2981,008730.KS,011790.KS,0.005755
2982,008730.KS,012750.KS,0.005334
2983,008730.KS,021240.KS,0.005293
2984,008730.KS,004370.KS,0.005284
2985,008250.KS,010820.KS,0.004094
2986,008250.KS,008970.KS,0.00409
2987,008250.KS,001230.KS,0.004029
2988,008250.KS,009580.KS,0.003707
2989,008250.KS,007340.KS,0.003703
2990,025820.KS,021050.KS,0.00432
2991,025820.KS,017040.KS,0.003925
2992,025820.KS,025560.KS,0.003908
2993,025820.KS,025860.KS,0.003874
2994,025820.KS,014280.KS,0.003725
2995,214320.KS,030000.KS,0.006547
2996,214320.KS,007070.KS,0.00591
2997,214320.KS,161390.KS,0.005615
2998,214320.KS,034730.KS,0.005615
2999,214320.KS,120110.KS,0.005605
3000,088260.KS,293940.KS,0.010343
3001,088260.KS,330590.KS,0.009658
3002,088260.KS,348950.KS,0.007552
3003,088260.KS,365550.KS,0.007121
3004,088260.KS,338100.KS,0.006643
3005,139480.KS,004170.KS,0.037594
3006,139480.KS,051900.KS,0.03307
3007,139480.KS,090430.KS,0.032693
3008,139480.KS,012330.KS,0.031614
3009,139480.KS,105560.KS,0.030584
3010,007660.KS,007810.KS,0.00653
3011,007660.KS,009150.KS,0.005829
3012,007660.KS,069960.KS,0.004762
3013,007660.KS,008060.KS,0.00473
3014,007660.KS,010140.KS,0.004547
3015,005950.KS,007690.KS,0.005613
3016,005950.KS,006650.KS,0.005509
3017,005950.KS,000880.KS,0.005274
3018,005950.KS,012450.KS,0.005262
3019,005950.KS,069260.KS,0.005153
3020,015020.KS,019170.KS,0.003206
3021,015020.KS,014910.KS,0.00314
3022,015020.KS,015890.KS,0.002953
3023,015020.KS,023960.KS,0.002947
3024,015020.KS,015260.KS,0.002914
3025,093230.KS,214330.KS,0.00922
3026,093230.KS,083640.KQ,0.008621
3027,093230.KS,200230.KQ,0.008403
3028,093230.KS,6907.T,0.007582
3029,093230.KS,043610.KQ,0.007204
3030,074610.KS,001440.KS,0.015668
3031,074610.KS,008350.KS,0.015423
3032,074610.KS,006340.KS,0.015256
3033,074610.KS,065660.KQ,0.014351
3034,074610.KS,GDX.BE,0.014266
3035,102460.KS,003850.KS,0.004627
3036,102460.KS,033270.KS,0.00389
3037,102460.KS,002390.KS,0.003884
3038,102460.KS,069620.KS,0.003859
3039,102460.KS,009420.KS,0.003836
3040,084680.KS,035250.KS,0.00315
3041,084680.KS,114090.KS,0.003051
3042,084680.KS,102280.KS,0.00291
3043,084680.KS,001470.KS,0.00252
3044,084680.KS,069260.KS,0.002496
3045,350520.KS,330590.KS,0.005425
3046,350520.KS,293940.KS,0.005182
3047,350520.KS,334890.KS,0.005125
3048,350520.KS,357120.KS,0.004905
3049,350520.KS,357250.KS,0.004741
3050,334890.KS,348950.KS,0.006419
3051,334890.KS,330590.KS,0.006389
3052,334890.KS,357120.KS,0.006276
3053,334890.KS,293940.KS,0.005752
3054,334890.KS,350520.KS,0.005125
3055,000760.KS,000520.KS,0.006652
3056,000760.KS,000390.KS,0.006457
3057,000760.KS,000180.KS,0.006058
3058,000760.KS,000370.KS,0.006029
3059,000760.KS,000070.KS,0.005944
3060,014990.KS,013700.KS,0.004308
3061,014990.KS,028050.KS,0.003763
3062,014990.KS,015260.KS,0.003679
3063,014990.KS,021050.KS,0.003524
3064,014990.KS,016090.KS,0.003518
3065,101140.KS,093230.KS,0.004412
3066,101140.KS,004410.KS,0.003885
3067,101140.KS,001360.KS,0.003805
3068,101140.KS,019170.KS,0.003579
3069,101140.KS,100250.KS,0.003543
3070,006490.KS,003560.KS,0.003687
3071,006490.KS,006800.KS,0.003667
3072,006490.KS,011090.KS,0.003503
3073,006490.KS,012510.KS,0.003493
3074,006490.KS,010820.KS,0.003486
3075,023800.KS,008770.KS,0.006418
3076,023800.KS,015760.KS,0.005347
3077,023800.KS,000100.KS,0.005058
3078,023800.KS,008930.KS,0.004835
3079,023800.KS,069960.KS,0.004772
3080,034590.KS,015360.KS,0.003325
3081,034590.KS,017390.KS,0.003314
3082,034590.KS,016710.KS,0.002943
3083,034590.KS,004690.KS,0.002708
3084,034590.KS,036460.KS,0.002665
3085,129260.KS,180640.KS,0.002659
3086,129260.KS,001140.KS,0.00256
3087,129260.KS,002320.KS,0.002311
3088,129260.KS,138490.KS,0.00217
3089,129260.KS,103590.KS,0.002163
3090,023810.KS,023800.KS,0.004498
3091,023810.KS,025540.KS,0.004279
3092,023810.KS,016450.KS,0.003934
3093,023810.KS,016090.KS,0.003925
3094,023810.KS,029460.KS,0.003883
3095,249420.KS,000100.KS,0.005255
3096,249420.KS,185750.KS,0.004809
3097,249420.KS,069620.KS,0.004605
3098,249420.KS,003850.KS,0.004247
3099,249420.KS,128940.KS,0.004214
3100,000230.KS,000020.KS,0.010966
3101,000230.KS,000100.KS,0.010112
3102,000230.KS,000140.KS,0.009334
3103,000230.KS,000640.KS,0.009211
3104,000230.KS,000220.KS,0.008861
3105,013360.KS,003070.KS,0.005237
3106,013360.KS,014790.KS,0.004691
3107,013360.KS,014280.KS,0.004503
3108,013360.KS,013580.KS,0.004475
3109,013360.KS,000720.KS,0.004355
3110,003120.KS,000640.KS,0.006781
3111,003120.KS,000020.KS,0.006542
3112,003120.KS,001630.KS,0.006516
3113,003120.KS,000230.KS,0.006367
3114,003120.KS,007570.KS,0.006345
3115,003200.KS,003070.KS,0.003694
3116,003200.KS,003920.KS,0.003655
3117,003200.KS,004020.KS,0.003617
3118,003200.KS,004000.KS,0.003528
3119,003200.KS,003120.KS,0.003513
3120,007110.KS,013360.KS,0.003921
3121,007110.KS,007210.KS,0.003335
3122,007110.KS,009810.KS,0.003284
3123,007110.KS,007570.KS,0.003285
3124,007110.KS,012170.KS,0.003121
3125,007575.KS,007570.KS,0.006185
3126,007575.KS,001065.KS,0.005501
3127,007575.KS,019175.KS,0.005208
3128,007575.KS,000105.KS,0.004683
3129,007575.KS,001067.KS,0.004509
3130,007570.KS,000100.KS,0.01008
3131,007570.KS,000640.KS,0.009936
3132,007570.KS,006280.KS,0.009687
3133,007570.KS,069620.KS,0.009498
3134,007570.KS,003000.KS,0.009079
3135,008500.KS,009070.KS,0.003338
3136,008500.KS,009140.KS,0.002949
3137,008500.KS,013360.KS,0.002941
3138,008500.KS,008110.KS,0.002752
3139,008500.KS,009440.KS,0.002749
3140,081000.KS,036460.KS,0.00509
3141,081000.KS,069260.KS,0.004754
3142,081000.KS,012330.KS,0.004643
3143,081000.KS,017800.KS,0.004454
3144,081000.KS,336260.KS,0.00441
3145,020760.KS,017800.KS,0.006916
3146,020760.KS,012630.KS,0.006702
3147,020760.KS,024110.KS,0.006545
3148,020760.KS,035250.KS,0.006455
3149,020760.KS,004020.KS,0.006375
3150,020150.KS,066970.KQ,0.024278
3151,020150.KS,011790.KS,0.024185
3152,020150.KS,247540.KQ,0.019243
3153,020150.KS,003670.KS,0.018205
3154,020150.KS,006400.KS,0.016271
3155,103590.KS,015860.KS,0.00486
3156,103590.KS,010120.KS,0.004662
3157,103590.KS,069960.KS,0.004435
3158,103590.KS,006260.KS,0.004434
3159,103590.KS,047050.KS,0.004209
3160,271940.KS,361610.KS,0.007621
3161,271940.KS,302440.KS,0.006752
3162,271940.KS,323410.KS,0.006391
3163,271940.KS,336260.KS,0.005958
3164,271940.KS,377300.KS,0.00583
3165,015860.KS,006260.KS,0.006065
3166,015860.KS,020760.KS,0.005996
3167,015860.KS,030200.KS,0.005934
3168,015860.KS,024110.KS,0.005847
3169,015860.KS,017800.KS,0.005783
3170,226320.KS,079160.KS,0.002978
3171,226320.KS,012750.KS,0.002962
3172,226320.KS,170900.KS,0.002934
3173,226320.KS,024720.KS,0.002889
3174,226320.KS,001440.KS,0.002759
3175,317400.KS,011170.KS,0.002801
3176,317400.KS,006360.KS,0.002621
3177,317400.KS,000990.KS,0.002534
3178,317400.KS,069260.KS,0.002503
3179,317400.KS,014680.KS,0.002461
3180,033240.KS,007810.KS,0.007263
3181,033240.KS,008060.KS,0.006978
3182,033240.KS,036460.KS,0.006497
3183,033240.KS,030200.KS,0.006356
3184,033240.KS,009150.KS,0.006214
3185,000950.KS,000890.KS,0.005873
3186,000950.KS,000910.KS,0.005857
3187,000950.KS,000650.KS,0.005711
3188,000950.KS,000590.KS,0.005507
3189,000950.KS,000970.KS,0.00527
3190,348950.KS,088980.KS,0.01032
3191,348950.KS,330590.KS,0.009202
3192,348950.KS,365550.KS,0.008806
3193,348950.KS,293940.KS,0.00797
3194,348950.KS,088260.KS,0.007552
3195,194370.KS,241560.KS,0.00199
3196,194370.KS,241590.KS,0.001966
3197,194370.KS,035150.KS,0.001966
3198,194370.KS,011070.KS,0.001962
3199,194370.KS,298020.KS,0.001918
3200,025620.KS,6363.T,0.005374
3201,025620.KS,028050.KS,0.005066
3202,025620.KS,JWNG.L,0.005013
3203,025620.KS,000027.SZ,0.004978
3204,025620.KS,ICEMAKE.NS,0.004957
3205,030000.KS,033780.KS,0.028083
3206,030000.KS,000810.KS,0.027787
3207,030000.KS,016360.KS,0.026948
3208,030000.KS,004170.KS,0.026804
3209,030000.KS,017670.KS,0.0266
3210,271980.KS,005690.KS,0.004015
3211,271980.KS,000100.KS,0.003675
3212,271980.KS,128940.KS,0.003664
3213,271980.KS,293480.KS,0.003538
3214,271980.KS,096760.KS,0.003524
3215,001560.KS,000480.KS,0.007782
3216,001560.KS,002920.KS,0.007056
3217,001560.KS,003650.KS,0.006971
3218,001560.KS,003460.KS,0.006635
3219,001560.KS,004450.KS,0.00627
3220,002620.KS,000640.KS,0.005863
3221,002620.KS,002390.KS,0.005843
3222,002620.KS,000020.KS,0.005604
3223,002620.KS,003000.KS,0.005538
3224,002620.KS,003120.KS,0.005451
3225,006220.KS,004700.KS,0.003126
3226,006220.KS,005420.KS,0.0031
3227,006220.KS,003480.KS,0.003022
3228,006220.KS,016710.KS,0.002919
3229,006220.KS,005740.KS,0.002902
3230,089590.KS,003490.KS,0.012644
3231,089590.KS,020560.KS,0.012336
3232,089590.KS,272450.KS,0.012048
3233,089590.KS,091810.KS,0.006822
3234,089590.KS,180640.KS,0.006798
3235,004910.KS,004700.KS,0.003344
3236,004910.KS,005180.KS,0.003196
3237,004910.KS,006380.KS,0.003136
3238,004910.KS,003780.KS,0.003136
3239,004910.KS,004540.KS,0.003134
3240,004700.KS,005960.KS,0.003763
3241,004700.KS,005740.KS,0.003507
3242,004700.KS,003090.KS,0.003481
3243,004700.KS,006340.KS,0.003468
3244,004700.KS,004910.KS,0.003344
3245,001550.KS,001390.KS,0.004461
3246,001550.KS,002100.KS,0.004131
3247,001550.KS,000490.KS,0.003691
3248,001550.KS,001680.KS,0.003594
3249,001550.KS,000210.KS,0.003593
3250,000480.KS,000640.KS,0.009214
3251,000480.KS,000860.KS,0.009054
3252,000480.KS,000210.KS,0.008929
3253,000480.KS,000430.KS,0.008532
3254,000480.KS,000850.KS,0.008525
3255,120030.KS,192400.KS,0.001748
3256,120030.KS,017960.KS,0.001735
3257,120030.KS,001130.KS,0.001734
3258,120030.KS,161000.KS,0.001562
3259,120030.KS,011500.KS,0.001562
3260,018470.KS,069460.KS,0.004118
3261,018470.KS,016090.KS,0.004108
3262,018470.KS,030000.KS,0.004026
3263,018470.KS,016380.KS,0.003971
3264,018470.KS,012800.KS,0.003901
3265,002600.KS,001680.KS,0.004745
3266,002600.KS,001130.KS,0.004457
3267,002600.KS,049770.KS,0.003893
3268,002600.KS,005180.KS,0.003766
3269,002600.KS,003960.KS,0.00354
3270,063160.KS,001630.KS,0.005767
3271,063160.KS,003220.KS,0.004865
3272,063160.KS,069620.KS,0.00478
3273,063160.KS,003850.KS,0.004432
3274,063160.KS,003060.KS,0.004355
3275,185750.KS,000100.KS,0.010043
3276,185750.KS,069620.KS,0.010013
3277,185750.KS,006280.KS,0.00965
3278,185750.KS,128940.KS,0.009598
3279,185750.KS,003000.KS,0.007714
3280,001630.KS,000640.KS,0.013311
3281,001630.KS,000100.KS,0.01145
3282,001630.KS,003000.KS,0.009048
3283,001630.KS,001060.KS,0.008922
3284,001630.KS,006280.KS,0.008737
3285,070960.KS,114090.KS,0.002686
3286,070960.KS,035250.KS,0.002462
3287,070960.KS,084680.KS,0.002363
3288,070960.KS,034230.KQ,0.002251
3289,070960.KS,LVS.MX,0.001849
3290,023450.KS,024090.KS,0.003905
3291,023450.KS,014680.KS,0.003793
3292,023450.KS,025000.KS,0.003717
3293,023450.KS,017940.KS,0.003689
3294,023450.KS,016380.KS,0.003604
3295,002380.KS,006360.KS,0.030247
3296,002380.KS,000810.KS,0.029184
3297,002380.KS,004170.KS,0.028156
3298,002380.KS,000210.KS,0.028047
3299,002380.KS,000720.KS,0.027704
3300,044380.KS,025560.KS,0.003346
3301,044380.KS,015260.KS,0.002906
3302,044380.KS,051630.KS,0.002555
3303,044380.KS,012630.KS,0.002543
3304,044380.KS,017900.KS,0.002536
3305,024110.KS,086790.KS,0.057823
3306,024110.KS,055550.KS,0.053082
3307,024110.KS,105560.KS,0.049336
3308,024110.KS,000810.KS,0.040551
3309,024110.KS,033780.KS,0.039328
3310,013890.KS,139480.KS,0.005873
3311,013890.KS,282330.KS,0.005477
3312,013890.KS,051900.KS,0.005388
3313,013890.KS,036570.KS,0.00524
3314,013890.KS,033780.KS,0.005171
3315,001250.KS,001740.KS,0.005969
3316,001250.KS,001230.KS,0.005462
3317,001250.KS,000700.KS,0.005451
3318,001250.KS,001450.KS,0.005287
3319,001250.KS,000240.KS,0.005076
3320,007070.KS,139480.KS,0.025281
3321,007070.KS,051900.KS,0.021223
3322,007070.KS,033780.KS,0.020367
3323,007070.KS,004170.KS,0.019765
3324,007070.KS,008770.KS,0.019724
3325,013870.KS,138490.KS,0.002961
3326,013870.KS,023800.KS,0.002741
3327,013870.KS,033530.KS,0.00255
3328,013870.KS,006280.KS,0.002405
3329,013870.KS,020120.KS,0.002352
3330,071320.KS,015760.KS,0.003617
3331,071320.KS,036460.KS,0.003362
3332,071320.KS,051600.KS,0.003209
3333,071320.KS,003690.KS,0.002925
3334,071320.KS,011170.KS,0.002791
3335,035000.KS,030000.KS,0.008414
3336,035000.KS,000810.KS,0.006135
3337,035000.KS,000700.KS,0.005105
3338,035000.KS,006360.KS,0.004866
3339,035000.KS,006260.KS,0.004783
3340,088790.KS,084870.KS,0.001763
3341,088790.KS,081000.KS,0.00175
3342,088790.KS,069260.KS,0.001737
3343,088790.KS,078930.KS,0.001628
3344,088790.KS,090080.KS,0.001583
3345,003780.KS,051630.KS,0.003929
3346,003780.KS,018470.KS,0.003323
3347,003780.KS,004830.KS,0.003309
3348,003780.KS,003160.KS,0.003152
3349,003780.KS,005750.KS,0.003141
3350,010640.KS,007280.KS,0.002925
3351,010640.KS,007690.KS,0.00274
3352,010640.KS,007810.KS,0.002713
3353,010640.KS,009440.KS,0.002559
3354,010640.KS,010690.KS,0.002558
3355,100250.KS,100220.KS,0.003717
3356,100250.KS,101140.KS,0.003543
3357,100250.KS,003220.KS,0.00352
3358,100250.KS,093230.KS,0.003457
3359,100250.KS,006110.KS,0.003326
3360,051630.KS,003780.KS,0.003929
3361,051630.KS,018470.KS,0.003735
3362,051630.KS,024890.KS,0.003557
3363,051630.KS,069460.KS,0.003543
3364,051630.KS,012800.KS,0.003328
3365,272450.KS,089590.KS,0.012048
3366,272450.KS,020560.KS,0.009985
3367,272450.KS,003490.KS,0.009887
3368,272450.KS,091810.KS,0.006741
3369,272450.KS,064350.KS,0.005461
3370,011000.KS,005690.KS,0.00822
3371,011000.KS,019170.KS,0.008102
3372,011000.KS,006280.KS,0.007777
3373,011000.KS,001440.KS,0.007068
3374,011000.KS,096530.KQ,0.006954
3375,002785.KS,002787.KS,0.005519
3376,002785.KS,002780.KS,0.004315
3377,002785.KS,009415.KS,0.003892
3378,002785.KS,000215.KS,0.003884
3379,002785.KS,002995.KS,0.003723
3380,002787.KS,002785.KS,0.005519
3381,002787.KS,002780.KS,0.004118
3382,002787.KS,009415.KS,0.003697
3383,002787.KS,000215.KS,0.00369
3384,002787.KS,000725.KS,0.003473
3385,002780.KS,000210.KS,0.006468
3386,002780.KS,002990.KS,0.006114
3387,002780.KS,001680.KS,0.006051
3388,002780.KS,003070.KS,0.005428
3389,002780.KS,000720.KS,0.005001
3390,009310.KS,011930.KS,0.003049
3391,009310.KS,017900.KS,0.002921
3392,009310.KS,010820.KS,0.002914
3393,009310.KS,008700.KS,0.002892
3394,009310.KS,008060.KS,0.00285
3395,000650.KS,000810.KS,0.006502
3396,000650.KS,000100.KS,0.006495
3397,000650.KS,000590.KS,0.006481
3398,000650.KS,000430.KS,0.006458
3399,000650.KS,000890.KS,0.006448
